0.0	12412764.1	134683117.54000002
0.0	0.0	159061483.79
22819814.08	24825527.85	165409.93
0.0	37238292.27	92160798.18
22819813.95	0.0	1263900.1400000001
22735666.47	35628185.34	165410.0
22819813.63	12412763.98	165410.04
0.0	24825527.87	112251999.86
2195918.71	33100703.87	98125699.68
2113629.09	8275175.88	142634298.45999998
2160766.63	20687939.95	119484601.37
18566201.98	28963116.15	171192.12
19144026.26	16550352.02	171191.97999999998
4873122.1	4137588.0	67492693.91
0.0	16550351.91	127008409.82
0.0	0.0	159061483.79
0.0	4137588.12	150837509.57
22819814.05	28963116.15	165409.91999999998
19384641.73	4137587.94	171192.15
22819814.02	4137588.12	165409.90000000002
0.0	28963115.68	105113431.85000001
22819813.62	9999080.35	165409.97999999998
4918848.02	28963115.99	35895209.56
2237026.23	37238292.15	91975088.66
2110878.56	12412764.17	134612747.5
4932629.43	16550351.99	49399040.52
2155288.79	24825528.03	112116544.22
0.0	20687940.25	119620090.81
0.0	33100704.05	98278518.03999999
0.0	8275175.87	142704766.12
22574116.88	33100703.98	165409.93
22819814.09	8275176.1	165409.83
22819814.13	16690661.62	165409.75
2100079.08	4137588.18	150790354.45
18495666.39	33100703.98	171192.04
7080060.58	0.0	67670783.93
2176164.26	28963116.2	104974689.48
2130692.85	16550352.0	126914101.85999998
16799699.24	33100703.96	217671.78
19136124.13	20687940.03	171192.09
4879840.42	8275176.07	60642059.36
15198195.7	0.0	6636225.96
17322585.85	20687940.12	217671.78999999998
4872069.35	0.0	75255580.37
20104597.16	27358733.93	171192.02
9807885.66	8275176.13	16203005.34
4927136.86	20687939.99	44112740.809999995
9773630.63	20687939.85	6812813.23
4923538.78	33100703.94	32772174.189999998
12533253.28	26922762.04	1166716.22
18814503.63	24825528.11	171192.2
17564254.46	8275175.93	217671.79
15027745.87	12412763.92	674154.45
19413001.06	8275176.03	171192.07
4902338.99	12412764.01	54746691.96
4922652.19	24825528.24	39352034.12
4933806.71	37238292.23	29856657.27
0.0	33100704.05	98278518.03999999
0.0	37238292.27	92160798.18
0.0	24825527.87	112251999.86
0.0	20687940.22	119620091.14
0.0	28963115.68	105113431.85000001
0.0	0.0	159061483.79
0.0	16550351.91	127008409.82
0.0	12412764.1	134683117.54000002
0.0	8275175.87	142704766.12
0.0	0.0	159061483.79
0.0	4137587.98	150837509.7
1696638.99	37238292.07	92114439.77000001
2165981.38	28963115.81	104974689.78999999
2102155.66	4137588.29	150790354.86
2195918.71	33100703.87	98125699.68
2113629.09	8275175.88	142634298.45999998
2110703.09	12412764.15	134612747.57999998
4870608.33	0.0	75255580.37
2159746.28	24825528.1	112116544.03
2160766.63	20687939.95	119484601.37
2131884.59	16550352.16	126914102.13
4873122.1	4137588.0	67492693.91
4881542.16	8275175.74	60642058.97
4922651.25	24825528.25	39352034.46
4918848.02	28963115.99	35895209.56
4925510.1	33100703.73	32772175.28
4932629.43	16550351.99	49399040.52
4933451.38	37238292.07	29856656.85
4926526.49	20687939.91	44112740.87
4902656.06	12412764.11	54746692.63
7080060.58	0.0	67670783.93
7083960.79	4137588.17	60367842.07
0.0	24825527.87	112251999.86
0.0	28963115.68	105113431.85000001
0.0	0.0	159061483.79
0.0	20687940.22	119620091.14
0.0	12412764.1	134683117.54000002
0.0	4137587.98	150837509.7
0.0	37238292.27	92160798.18
