18936341.31	15529899.56	3147089.1	259352.28	0.9346971288825126	3.0	4.0	3.987004518508911
19020264.16	15531917.35	3201629.3	286717.15	0.934820039456557	3.0	4.0	11.58547043800354
19131745.46	15534409.54	3275794.39	321541.12	0.9350644045181078	3.0	4.0	10.764391422271729
19254074.6	16929849.01	2024595.14	299630.27	0.9617736605388434	4.0	4.0	12.25225305557251
19367587.35	16929791.16	2025267.91	412528.07	0.9618985320701183	4.0	4.0	14.263078451156616
19494238.09	16929731.07	2020384.83	544121.98	0.9619922520795564	4.0	4.0	14.66327977180481
19652508.16	17010564.98	1932126.14	709816.91	0.9631674391423676	4.0	4.0	16.14576244354248
19870035.14	17009759.21	1888503.83	971771.92	0.9630439276229565	4.0	4.0	20.639620780944824
20087621.98	17009013.36	1844881.58	1233726.94	0.9629204161035453	4.0	4.0	20.575995683670044
20305244.3	17008302.93	1801259.27	1495681.96	0.9627969045841345	4.0	4.0	22.30404281616211
18223353.83	15627123.24	2347266.53	248964.3	0.9746499963373465	4.0	3.0	41.396056175231934
18295477.49	15627029.1	2342874.32	325574.3	0.9746567327250542	4.0	3.0	43.967873096466064
18390213.18	15626331.3	2360193.7	403688.4	0.9746208383297397	4.0	3.0	48.38191103935242
18493711.58	15625644.38	2383992.8	484074.6	0.974572500532874	4.0	3.0	56.68647336959839
18601605.21	15624988.01	2411138.61	565478.8	0.9745182000612	4.0	3.0	56.860896587371826
18725277.48	15624172.49	2446511.44	654593.77	0.9744479681739087	4.0	3.0	61.704477310180664
18916189.75	15622990.42	2535070.22	758129.33	0.974286879662456	4.0	3.0	71.45231175422668
19148680.05	15622388.57	2594901.95	931389.76	0.9741806116118183	4.0	3.0	83.0544171333313
19369491.29	17434877.45	1263273.83	671340.39	0.9867596858575566	4.0	4.0	94.25767254829407
19532130.33	17435599.74	1203168.5	893362.47	0.9868720794666794	4.0	4.0	91.43340158462524
0.8	19534217.04	16499883.28	2098796.94	935536.62	0.9615468205940649	4.0	4.0	5.2400641441345215
0.95	20101494.54	16499291.01	2037774.99	1564428.33	0.9616115703387911	4.0	4.0	5.330739498138428
0.9	19863353.81	16499466.55	2055101.02	1308786.03	0.9615989845071297	4.0	4.0	5.674332618713379
0.7	19270987.98	16500451.18	2134667.53	635869.09	0.9614427043777164	4.0	4.0	5.662984132766724
0.6	18971152.46	14812694.2	3189959.02	968499.08	0.944830878719032	3.0	4.0	6.354633331298828
0.55	18827134.98	14812731.19	3187131.37	827272.26	0.9448278122042222	3.0	4.0	6.345080614089966
0.75	19397299.57	16500172.6	2117662.36	779464.38	0.9614981075628866	4.0	4.0	6.591754913330078
0.65	19134302.47	14812550.62	3178058.21	1143693.45	0.9448363335917607	3.0	4.0	6.357998609542847
0.5	18702673.39	14812693.84	3167023.66	722955.76	0.9448695631169656	3.0	4.0	6.558493375778198
0.85	19676720.68	16499719.95	2078040.32	1098960.15	0.9615825312070025	4.0	4.0	5.437462091445923
0.6	18495378.56	17420308.78	962433.93	112635.72	0.9898239064418627	4.0	4.0	5.625081539154053
0.7	18581182.9	17420003.35	979782.6	181396.86	0.9897985077608791	4.0	4.0	5.666403532028198
0.65	18533272.8	17420204.03	966824.94	146243.72	0.9898185361325184	4.0	4.0	6.087161064147949
0.5	18433831.05	17420535.51	962443.8	50851.63	0.9898217593502114	4.0	4.0	6.161427974700928
0.8	18702867.91	17710680.22	793596.56	198591.06	0.992036705507991	4.0	4.0	6.365496635437012
0.55	18462918.6	17420410.42	962477.13	80030.91	0.9898223514420917	4.0	4.0	6.464313507080078
0.75	18639486.36	17419826.35	996728.12	222931.79	0.9897716561651445	4.0	4.0	6.801847219467163
0.95	18944994.7	17711643.5	722342.76	511008.39	0.9921571622849406	4.0	4.0	7.000565528869629
0.85	18774865.36	17710887.25	776842.85	287135.22	0.9920636363133473	4.0	4.0	7.048975706100464
0.9	18855417.55	17711202.88	756378.75	387835.89	0.9920971955504314	4.0	4.0	6.722299814224243
