18932215.7	3450.95
14052252.52	5133173.899999999
12178390.64	10262896.87
10940976.25	15392619.74
9420553.41	20522342.82
8205733.8	25652065.37
7747472.18	30781788.209999997
7633851.22	35911511.37
7524709.2	41041233.97
6117447.71	46170957.15
4572748.95	51300679.98
3815168.43	56430402.63
3725150.94	61560125.53
3639467.29	66689848.47
3555477.43	71819571.77
3496486.68	76949294.32
3448037.71	82079017.36
3401511.56	87208740.25
2583774.74	92338463.18
0.0	97468186.08
0.0	97468186.08
996432.48	95488829.59
1992864.9	93510658.46
2989297.46	91534299.64
3985729.52	55890276.61
4982162.23	49403107.16
5978594.4799999995	47125111.98
6975026.72	44273718.68
7971459.39	27105267.150000002
8967891.98	22009760.33
9964324.24	18371203.990000002
10960756.8	15354739.71
11957189.23	13542330.3
12953621.57	6929317.609999999
13950053.459999999	5290722.68
14946486.079999998	3897184.63
15942918.26	2666508.24
16939350.92	1728654.57
17935783.25	827351.42
18932215.79	3451.12
