18932218.560000002	4549.09
15131960.770000001	6673185.54
12491957.92	13341822.05
12061795.01	20010458.299999997
10713766.89	26679095.04
8946856.33	33347731.43
8138986.56	40016367.94
7741233.55	46685004.11
7609306.01	53353640.82
7479930.73	60022277.26
5891952.91	66690913.7
4542937.31	73359550.07
3743492.8	80028186.73
3672760.98	86696823.14
3608315.07	93365459.5
3546993.2	100034096.14
3486677.31	106702732.45
3427055.81	113371368.93
3357912.16	120040005.35
0.0	126708641.91
0.0	126708641.9
996432.44	124729221.38
1992865.41	122749940.86
2989297.6	120771733.44
3985730.4299999997	76309525.39
4982162.91	68496763.63
5978595.55	65653556.77
6975027.73	62529307.78
7971460.54	40778786.16
8967893.55	33038370.84
9964325.659999998	28322731.490000002
10960758.46	24319077.490000002
11957190.72	22199050.98
12953623.23	11284838.92
13950055.61	8971626.96
14946488.18	7127014.6
15942920.85	4842547.32
16939353.32	3039126.92
17935785.89	1239089.4500000002
18932218.57	4549.09
