18932219.13	3450.95
14210391.09	5988158.010000001
12231467.43	11972864.940000001
11298040.13	17957572.11
9486679.07	23942279.119999997
8381252.58	29926985.75
7815148.05	35911692.6
7689796.9	41896399.61
7567244.16	47881106.71
6919985.45	53865813.64
4842591.55	59850520.91
4350368.22	65835227.65
3733297.48	71819934.83
3641385.78	77804641.86
3580282.23	83789348.74000001
3523895.82	89774055.55000001
3469372.5	95758762.6
3415675.6	101743469.94
3013686.92	107728176.53999999
0.0	113712883.75999999
0.0	113712883.75999999
996432.33	111733491.66999999
1992865.41	109754663.8
2989297.63	107776591.41999999
3985730.7600000002	67176499.00999999
4982163.04	59335463.21000001
5978595.81	56911735.83
6975028.23	53756704.95999999
7971460.93	34443961.78
8967893.18	27545678.13
9964325.989999998	22257293.54
10960758.92	18697600.38
11957191.16	16652544.559999999
12953623.49	8747290.9
13950055.920000002	6471976.970000001
14946488.45	4677188.86
15942920.950000001	3242382.12
16939353.65	1891946.67
17935786.259999998	850821.29
18932218.91	3450.95
